SpotX,SpotY,ItemID,ItemWidth,ItemHeight,hasItem
40,1560,0,0,0,null
40,1600,0,0,0,null
40,1640,0,0,0,null
40,1680,0,0,0,null
40,1720,0,0,0,null
40,1760,0,0,0,null
80,0,0,0,0,null
80,40,0,0,0,null
80,80,0,0,0,null
80,120,0,0,0,null
80,160,0,0,0,null
80,200,0,0,0,null
80,240,0,0,0,null
80,280,0,0,0,null
80,320,0,0,0,null
80,360,0,0,0,null
80,400,0,0,0,null
80,440,0,0,0,null
80,480,0,0,0,null
80,520,0,0,0,null
80,560,0,0,0,null
80,600,0,0,0,null
80,640,0,0,0,null
80,680,0,0,0,null
80,720,0,0,0,null
80,760,0,0,0,null
80,800,0,0,0,null
80,840,0,0,0,null
80,880,0,0,0,null
80,920,0,0,0,null
80,960,0,0,0,null
80,1000,0,0,0,null
80,1040,0,0,0,null
80,1080,0,0,0,null
80,1120,0,0,0,null
80,1160,0,0,0,null
80,1200,0,0,0,null
80,1240,0,0,0,null
80,1280,0,0,0,null
80,1320,0,0,0,null
80,1360,0,0,0,null
80,1400,0,0,0,null
80,1440,0,0,0,null
80,1480,0,0,0,null
80,1520,0,0,0,null
80,1560,0,0,0,null
80,1600,0,0,0,null
80,1640,0,0,0,null
80,1680,0,0,0,null
80,1720,0,0,0,null
80,1760,0,0,0,null
120,0,0,0,0,null
120,40,0,0,0,null
120,80,0,0,0,null
120,120,0,0,0,null
120,160,0,0,0,null
120,200,0,0,0,null
120,240,0,0,0,null
120,280,0,0,0,null
120,320,0,0,0,null
120,360,0,0,0,null
120,400,0,0,0,null
120,440,0,0,0,null
120,480,0,0,0,null
120,520,0,0,0,null
120,560,0,0,0,null
120,600,0,0,0,null
120,640,0,0,0,null
120,680,0,0,0,null
120,720,0,0,0,null
120,760,0,0,0,null
120,800,0,0,0,null
120,840,0,0,0,null
120,880,0,0,0,null
120,920,0,0,0,null
120,960,0,0,0,null
120,1000,0,0,0,null
120,1040,0,0,0,null
120,1080,0,0,0,null
120,1120,0,0,0,null
120,1160,0,0,0,null
120,1200,0,0,0,null
120,1240,0,0,0,null
120,1280,0,0,0,null
120,1320,0,0,0,null
120,1360,0,0,0,null
120,1400,0,0,0,null
120,1440,0,0,0,null
120,1480,0,0,0,null
120,1520,0,0,0,null
120,1560,0,0,0,null
120,1600,0,0,0,null
120,1640,0,0,0,null
120,1680,0,0,0,null
120,1720,0,0,0,null
120,1760,0,0,0,null
160,0,0,0,0,null
160,40,0,0,0,null
160,80,0,0,0,null
160,120,0,0,0,null
160,160,0,0,0,null
160,200,0,0,0,null
160,240,0,0,0,null
160,280,0,0,0,null
160,320,0,0,0,null
160,360,0,0,0,null
160,400,0,0,0,null
160,440,0,0,0,null
160,480,0,0,0,null
160,520,0,0,0,null
160,560,0,0,0,null
160,600,0,0,0,null
160,640,0,0,0,null
160,680,0,0,0,null
160,720,0,0,0,null
160,760,0,0,0,null
160,800,0,0,0,null
160,840,0,0,0,null
160,880,0,0,0,null
160,920,0,0,0,null
160,960,0,0,0,null
160,1000,0,0,0,null
160,1040,0,0,0,null
160,1080,0,0,0,null
160,1120,0,0,0,null
160,1160,0,0,0,null
160,1200,0,0,0,null
160,1240,0,0,0,null
160,1280,0,0,0,null
160,1320,0,0,0,null
160,1360,0,0,0,null
160,1400,0,0,0,null
160,1440,0,0,0,null
160,1480,0,0,0,null
160,1520,0,0,0,null
160,1560,0,0,0,null
160,1600,0,0,0,null
160,1640,0,0,0,null
160,1680,0,0,0,null
160,1720,0,0,0,null
160,1760,0,0,0,null
200,0,0,0,0,null
200,40,0,0,0,null
200,80,0,0,0,null
200,120,0,0,0,null
200,160,0,0,0,null
200,200,0,0,0,null
200,240,0,0,0,null
200,280,0,0,0,null
200,320,0,0,0,null
200,360,0,0,0,null
200,400,0,0,0,null
200,440,0,0,0,null
200,480,0,0,0,null
200,520,0,0,0,null
200,560,0,0,0,null
200,600,0,0,0,null
200,640,0,0,0,null
200,680,0,0,0,null
200,720,0,0,0,null
200,760,0,0,0,null
200,800,0,0,0,null
200,840,0,0,0,null
200,880,0,0,0,null
200,920,0,0,0,null
200,960,0,0,0,null
200,1000,0,0,0,null
200,1040,0,0,0,null
200,1080,0,0,0,null
200,1120,0,0,0,null
200,1160,0,0,0,null
200,1200,0,0,0,null
200,1240,0,0,0,null
200,1280,0,0,0,null
200,1320,0,0,0,null
200,1360,0,0,0,null
200,1400,0,0,0,null
200,1440,0,0,0,null
200,1480,0,0,0,null
200,1520,0,0,0,null
200,1560,0,0,0,null
200,1600,0,0,0,null
200,1640,0,0,0,null
200,1680,0,0,0,null
200,1720,0,0,0,null
200,1760,0,0,0,null
240,0,0,0,0,null
240,40,0,0,0,null
240,80,0,0,0,null
240,120,0,0,0,null
240,160,0,0,0,null
240,200,0,0,0,null
240,240,0,0,0,null
240,280,0,0,0,null
240,320,0,0,0,null
240,360,0,0,0,null
240,400,0,0,0,null
240,440,0,0,0,null
240,480,0,0,0,null
240,520,0,0,0,null
240,560,0,0,0,null
240,600,0,0,0,null
240,640,0,0,0,null
240,680,0,0,0,null
240,720,0,0,0,null
240,760,0,0,0,null
240,800,0,0,0,null
240,840,0,0,0,null
240,880,0,0,0,null
240,920,0,0,0,null
240,960,0,0,0,null
240,1000,0,0,0,null
240,1040,0,0,0,null
240,1080,0,0,0,null
240,1120,0,0,0,null
240,1160,0,0,0,null
240,1200,0,0,0,null
240,1240,0,0,0,null
240,1280,0,0,0,null
240,1320,0,0,0,null
240,1360,0,0,0,null
240,1400,0,0,0,null
240,1440,0,0,0,null
240,1480,0,0,0,null
240,1520,0,0,0,null
240,1560,0,0,0,null
240,1600,0,0,0,null
240,1640,0,0,0,null
240,1680,0,0,0,null
240,1720,0,0,0,null
240,1760,0,0,0,null
280,0,0,0,0,null
280,40,0,0,0,null
280,80,0,0,0,null
280,120,0,0,0,null
280,160,0,0,0,null
280,200,0,0,0,null
280,240,0,0,0,null
280,280,0,0,0,null
280,320,0,0,0,null
280,360,0,0,0,null
280,400,0,0,0,null
280,440,0,0,0,null
280,480,0,0,0,null
280,520,0,0,0,null
280,560,0,0,0,null
280,600,0,0,0,null
280,640,0,0,0,null
280,680,0,0,0,null
280,720,0,0,0,null
280,760,0,0,0,null
280,800,0,0,0,null
280,840,0,0,0,null
280,880,0,0,0,null
280,920,0,0,0,null
280,960,0,0,0,null
280,1000,0,0,0,null
280,1040,0,0,0,null
280,1080,0,0,0,null
280,1120,0,0,0,null
280,1160,0,0,0,null
280,1200,0,0,0,null
280,1240,0,0,0,null
280,1280,0,0,0,null
280,1320,0,0,0,null
280,1360,0,0,0,null
280,1400,0,0,0,null
280,1440,0,0,0,null
280,1480,0,0,0,null
280,1520,0,0,0,null
280,1560,0,0,0,null
280,1600,0,0,0,null
280,1640,0,0,0,null
280,1680,0,0,0,null
280,1720,0,0,0,null
280,1760,0,0,0,null
320,0,0,0,0,null
320,40,0,0,0,null
320,80,0,0,0,null
320,120,0,0,0,null
320,160,0,0,0,null
320,200,0,0,0,null
320,240,1,30,30,true
320,280,0,0,0,null
320,320,0,0,0,null
320,360,0,0,0,null
320,400,0,0,0,null
320,440,0,0,0,null
320,480,0,0,0,null
320,520,0,0,0,null
320,560,0,0,0,null
320,600,0,0,0,null
320,640,0,0,0,null
320,680,0,0,0,null
320,720,0,0,0,null
320,760,0,0,0,null
320,800,0,0,0,null
320,840,0,0,0,null
320,880,0,0,0,null
320,920,0,0,0,null
320,960,0,0,0,null
320,1000,0,0,0,null
320,1040,0,0,0,null
320,1080,0,0,0,null
320,1120,0,0,0,null
320,1160,0,0,0,null
320,1200,0,0,0,null
320,1240,0,0,0,null
320,1280,0,0,0,null
320,1320,0,0,0,null
320,1360,0,0,0,null
320,1400,0,0,0,null
320,1440,0,0,0,null
320,1480,0,0,0,null
320,1520,0,0,0,null
320,1560,0,0,0,null
320,1600,0,0,0,null
320,1640,0,0,0,null
320,1680,0,0,0,null
320,1720,0,0,0,null
320,1760,0,0,0,null
360,0,0,0,0,null
360,40,0,0,0,null
360,80,0,0,0,null
360,120,0,0,0,null
360,160,0,0,0,null
360,200,0,0,0,null
360,240,0,0,0,null
360,280,0,0,0,null
360,320,0,0,0,null
360,360,0,0,0,null
360,400,0,0,0,null
360,440,0,0,0,null
360,480,0,0,0,null
360,520,0,0,0,null
360,560,0,0,0,null
360,600,0,0,0,null
360,640,0,0,0,null
360,680,0,0,0,null
360,720,0,0,0,null
360,760,0,0,0,null
360,800,0,0,0,null
360,840,0,0,0,null
360,880,0,0,0,null
360,920,0,0,0,null
360,960,0,0,0,null
360,1000,0,0,0,null
360,1040,0,0,0,null
360,1080,0,0,0,null
360,1120,0,0,0,null
360,1160,0,0,0,null
360,1200,0,0,0,null
360,1240,0,0,0,null
360,1280,0,0,0,null
360,1320,0,0,0,null
360,1360,0,0,0,null
360,1400,0,0,0,null
360,1440,0,0,0,null
360,1480,0,0,0,null
360,1520,0,0,0,null
360,1560,0,0,0,null
360,1600,0,0,0,null
360,1640,0,0,0,null
360,1680,0,0,0,null
360,1720,0,0,0,null
360,1760,0,0,0,null
400,0,0,0,0,null
400,40,0,0,0,null
400,80,0,0,0,null
400,120,0,0,0,null
400,160,0,0,0,null
400,200,0,0,0,null
400,240,0,0,0,null
400,280,0,0,0,null
400,320,0,0,0,null
400,360,0,0,0,null
400,400,0,0,0,null
400,440,0,0,0,null
400,480,0,0,0,null
400,520,0,0,0,null
400,560,0,0,0,null
400,600,0,0,0,null
400,640,0,0,0,null
400,680,0,0,0,null
400,720,0,0,0,null
400,760,0,0,0,null
400,800,0,0,0,null
400,840,0,0,0,null
400,880,0,0,0,null
400,920,0,0,0,null
400,960,0,0,0,null
400,1000,0,0,0,null
400,1040,0,0,0,null
400,1080,0,0,0,null
400,1120,0,0,0,null
400,1160,0,0,0,null
400,1200,0,0,0,null
400,1240,0,0,0,null
400,1280,0,0,0,null
400,1320,0,0,0,null
400,1360,0,0,0,null
400,1400,0,0,0,null
400,1440,0,0,0,null
400,1480,0,0,0,null
400,1520,0,0,0,null
400,1560,0,0,0,null
400,1600,0,0,0,null
400,1640,0,0,0,null
400,1680,0,0,0,null
400,1720,0,0,0,null
400,1760,0,0,0,null
440,0,0,0,0,null
440,40,0,0,0,null
440,80,0,0,0,null
440,120,0,0,0,null
440,160,0,0,0,null
440,200,0,0,0,null
440,240,0,0,0,null
440,280,0,0,0,null
440,320,0,0,0,null
440,360,0,0,0,null
440,400,0,0,0,null
440,440,0,0,0,null
440,480,0,0,0,null
440,520,0,0,0,null
440,560,0,0,0,null
440,600,0,0,0,null
440,640,0,0,0,null
440,680,0,0,0,null
440,720,0,0,0,null
440,760,0,0,0,null
440,800,0,0,0,null
440,840,0,0,0,null
440,880,0,0,0,null
440,920,0,0,0,null
440,960,0,0,0,null
440,1000,0,0,0,null
440,1040,0,0,0,null
440,1080,0,0,0,null
440,1120,0,0,0,null
440,1160,0,0,0,null
440,1200,0,0,0,null
440,1240,0,0,0,null
440,1280,0,0,0,null
440,1320,0,0,0,null
440,1360,0,0,0,null
440,1400,0,0,0,null
440,1440,0,0,0,null
440,1480,0,0,0,null
440,1520,0,0,0,null
440,1560,0,0,0,null
440,1600,0,0,0,null
440,1640,0,0,0,null
440,1680,0,0,0,null
440,1720,0,0,0,null
440,1760,0,0,0,null
480,0,0,0,0,null
480,40,0,0,0,null
480,80,0,0,0,null
480,120,0,0,0,null
480,160,0,0,0,null
480,200,0,0,0,null
480,240,0,0,0,null
480,280,0,0,0,null
480,320,0,0,0,null
480,360,0,0,0,null
480,400,0,0,0,null
480,440,0,0,0,null
480,480,0,0,0,null
480,520,0,0,0,null
480,560,0,0,0,null
480,600,0,0,0,null
480,640,0,0,0,null
480,680,0,0,0,null
480,720,0,0,0,null
480,760,0,0,0,null
480,800,0,0,0,null
480,840,0,0,0,null
480,880,0,0,0,null
480,920,0,0,0,null
480,960,0,0,0,null
480,1000,0,0,0,null
480,1040,0,0,0,null
480,1080,0,0,0,null
480,1120,0,0,0,null
480,1160,0,0,0,null
480,1200,0,0,0,null
480,1240,0,0,0,null
480,1280,0,0,0,null
480,1320,0,0,0,null
480,1360,0,0,0,null
480,1400,0,0,0,null
480,1440,0,0,0,null
480,1480,0,0,0,null
480,1520,0,0,0,null
480,1560,0,0,0,null
480,1600,0,0,0,null
480,1640,0,0,0,null
480,1680,0,0,0,null
480,1720,0,0,0,null
480,1760,0,0,0,null
520,0,0,0,0,null
520,40,0,0,0,null
520,80,0,0,0,null
520,120,0,0,0,null
520,160,0,0,0,null
520,200,0,0,0,null
520,240,0,0,0,null
520,280,0,0,0,null
520,320,0,0,0,null
520,360,0,0,0,null
520,400,0,0,0,null
520,440,0,0,0,null
520,480,0,0,0,null
520,520,0,0,0,null
520,560,0,0,0,null
520,600,0,0,0,null
520,640,0,0,0,null
520,680,0,0,0,null
520,720,0,0,0,null
520,760,0,0,0,null
520,800,0,0,0,null
520,840,0,0,0,null
520,880,0,0,0,null
520,920,0,0,0,null
520,960,0,0,0,null
520,1000,0,0,0,null
520,1040,0,0,0,null
520,1080,0,0,0,null
520,1120,0,0,0,null
520,1160,0,0,0,null
520,1200,0,0,0,null
520,1240,0,0,0,null
520,1280,0,0,0,null
520,1320,0,0,0,null
520,1360,0,0,0,null
520,1400,0,0,0,null
520,1440,0,0,0,null
520,1480,0,0,0,null
520,1520,0,0,0,null
520,1560,0,0,0,null
520,1600,0,0,0,null
520,1640,0,0,0,null
520,1680,0,0,0,null
520,1720,0,0,0,null
520,1760,0,0,0,null
560,0,0,0,0,null
560,40,0,0,0,null
560,80,0,0,0,null
560,120,0,0,0,null
560,160,0,0,0,null
560,200,0,0,0,null
560,240,0,0,0,null
560,280,0,0,0,null
560,320,0,0,0,null
560,360,0,0,0,null
560,400,0,0,0,null
560,440,0,0,0,null
560,480,0,0,0,null
560,520,0,0,0,null
560,560,0,0,0,null
560,600,0,0,0,null
560,640,0,0,0,null
560,680,0,0,0,null
560,720,0,0,0,null
560,760,0,0,0,null
560,800,0,0,0,null
560,840,0,0,0,null
560,880,0,0,0,null
560,920,0,0,0,null
560,960,0,0,0,null
560,1000,0,0,0,null
560,1040,0,0,0,null
560,1080,0,0,0,null
560,1120,0,0,0,null
560,1160,0,0,0,null
560,1200,0,0,0,null
560,1240,0,0,0,null
560,1280,0,0,0,null
560,1320,0,0,0,null
560,1360,0,0,0,null
560,1400,0,0,0,null
560,1440,0,0,0,null
560,1480,0,0,0,null
560,1520,0,0,0,null
560,1560,0,0,0,null
560,1600,0,0,0,null
560,1640,0,0,0,null
560,1680,0,0,0,null
560,1720,0,0,0,null
560,1760,0,0,0,null
600,0,0,0,0,null
600,40,0,0,0,null
600,80,0,0,0,null
600,120,0,0,0,null
600,160,0,0,0,null
600,200,0,0,0,null
600,240,0,0,0,null
600,280,0,0,0,null
600,320,0,0,0,null
600,360,0,0,0,null
600,400,0,0,0,null
600,440,0,0,0,null
600,480,0,0,0,null
600,520,0,0,0,null
600,560,0,0,0,null
600,600,0,0,0,null
600,640,0,0,0,null
600,680,0,0,0,null
600,720,0,0,0,null
600,760,0,0,0,null
600,800,0,0,0,null
600,840,0,0,0,null
600,880,0,0,0,null
600,920,0,0,0,null
600,960,0,0,0,null
600,1000,0,0,0,null
600,1040,0,0,0,null
600,1080,0,0,0,null
600,1120,0,0,0,null
600,1160,0,0,0,null
600,1200,0,0,0,null
600,1240,0,0,0,null
600,1280,0,0,0,null
600,1320,0,0,0,null
600,1360,0,0,0,null
600,1400,0,0,0,null
600,1440,0,0,0,null
600,1480,0,0,0,null
600,1520,0,0,0,null
600,1560,0,0,0,null
600,1600,0,0,0,null
600,1640,0,0,0,null
600,1680,0,0,0,null
600,1720,0,0,0,null
600,1760,0,0,0,null
640,0,0,0,0,null
640,40,0,0,0,null
640,80,0,0,0,null
640,120,0,0,0,null
640,160,0,0,0,null
640,200,0,0,0,null
640,240,0,0,0,null
640,280,0,0,0,null
640,320,0,0,0,null
640,360,0,0,0,null
640,400,0,0,0,null
640,440,0,0,0,null
640,480,0,0,0,null
640,520,0,0,0,null
640,560,0,0,0,null
640,600,0,0,0,null
640,640,0,0,0,null
640,680,0,0,0,null
640,720,0,0,0,null
640,760,0,0,0,null
640,800,0,0,0,null
640,840,0,0,0,null
640,880,0,0,0,null
640,920,0,0,0,null
640,960,0,0,0,null
640,1000,0,0,0,null
640,1040,0,0,0,null
640,1080,0,0,0,null
640,1120,0,0,0,null
640,1160,0,0,0,null
640,1200,0,0,0,null
640,1240,0,0,0,null
640,1280,0,0,0,null
640,1320,0,0,0,null
640,1360,0,0,0,null
640,1400,0,0,0,null
640,1440,0,0,0,null
640,1480,0,0,0,null
640,1520,0,0,0,null
640,1560,0,0,0,null
640,1600,0,0,0,null
640,1640,0,0,0,null
640,1680,0,0,0,null
640,1720,0,0,0,null
640,1760,0,0,0,null
680,0,0,0,0,null
680,40,0,0,0,null
680,80,0,0,0,null
680,120,0,0,0,null
680,160,0,0,0,null
680,200,0,0,0,null
680,240,0,0,0,null
680,280,0,0,0,null
680,320,0,0,0,null
680,360,0,0,0,null
680,400,0,0,0,null
680,440,0,0,0,null
680,480,0,0,0,null
680,520,0,0,0,null
680,560,0,0,0,null
680,600,0,0,0,null
680,640,0,0,0,null
680,680,0,0,0,null
680,720,0,0,0,null
680,760,0,0,0,null
680,800,0,0,0,null
680,840,0,0,0,null
680,880,0,0,0,null
680,920,0,0,0,null
680,960,0,0,0,null
680,1000,0,0,0,null
680,1040,0,0,0,null
680,1080,0,0,0,null
680,1120,0,0,0,null
680,1160,0,0,0,null
680,1200,0,0,0,null
680,1240,0,0,0,null
680,1280,0,0,0,null
680,1320,0,0,0,null
680,1360,0,0,0,null
680,1400,0,0,0,null
680,1440,0,0,0,null
680,1480,0,0,0,null
680,1520,0,0,0,null
680,1560,0,0,0,null
680,1600,0,0,0,null
680,1640,0,0,0,null
680,1680,0,0,0,null
680,1720,0,0,0,null
680,1760,0,0,0,null
720,0,0,0,0,null
720,40,0,0,0,null
720,80,0,0,0,null
720,120,0,0,0,null
720,160,0,0,0,null
720,200,0,0,0,null
720,240,0,0,0,null
720,280,0,0,0,null
720,320,0,0,0,null
720,360,0,0,0,null
720,400,0,0,0,null
720,440,0,0,0,null
720,480,0,0,0,null
720,520,0,0,0,null
720,560,0,0,0,null
720,600,0,0,0,null
720,640,0,0,0,null
720,680,0,0,0,null
720,720,0,0,0,null
720,760,0,0,0,null
720,800,0,0,0,null
720,840,0,0,0,null
720,880,0,0,0,null
720,920,0,0,0,null
720,960,0,0,0,null
720,1000,0,0,0,null
720,1040,0,0,0,null
720,1080,0,0,0,null
720,1120,0,0,0,null
720,1160,0,0,0,null
720,1200,0,0,0,null
720,1240,0,0,0,null
720,1280,0,0,0,null
720,1320,0,0,0,null
720,1360,0,0,0,null
720,1400,0,0,0,null
720,1440,0,0,0,null
720,1480,0,0,0,null
720,1520,0,0,0,null
720,1560,0,0,0,null
720,1600,0,0,0,null
720,1640,0,0,0,null
720,1680,0,0,0,null
720,1720,0,0,0,null
720,1760,0,0,0,null
760,0,0,0,0,null
760,40,0,0,0,null
760,80,0,0,0,null
760,120,0,0,0,null
760,160,0,0,0,null
760,200,0,0,0,null
760,240,0,0,0,null
760,280,0,0,0,null
760,320,0,0,0,null
760,360,0,0,0,null
760,400,0,0,0,null
760,440,0,0,0,null
760,480,0,0,0,null
760,520,0,0,0,null
760,560,0,0,0,null
760,600,0,0,0,null
760,640,0,0,0,null
760,680,0,0,0,null
760,720,0,0,0,null
760,760,0,0,0,null
760,800,0,0,0,null
760,840,0,0,0,null
760,880,0,0,0,null
760,920,0,0,0,null
760,960,0,0,0,null
760,1000,0,0,0,null
760,1040,0,0,0,null
760,1080,0,0,0,null
760,1120,0,0,0,null
760,1160,0,0,0,null
760,1200,0,0,0,null
760,1240,0,0,0,null
760,1280,0,0,0,null
760,1320,0,0,0,null
760,1360,0,0,0,null
760,1400,0,0,0,null
760,1440,0,0,0,null
760,1480,0,0,0,null
760,1520,0,0,0,null
760,1560,0,0,0,null
760,1600,0,0,0,null
760,1640,0,0,0,null
760,1680,0,0,0,null
760,1720,0,0,0,null
760,1760,0,0,0,null
800,0,0,0,0,null
800,40,0,0,0,null
800,80,0,0,0,null
800,120,0,0,0,null
800,160,0,0,0,null
800,200,0,0,0,null
800,240,0,0,0,null
800,280,0,0,0,null
800,320,0,0,0,null
800,360,0,0,0,null
800,400,0,0,0,null
800,440,0,0,0,null
800,480,0,0,0,null
800,520,0,0,0,null
800,560,0,0,0,null
800,600,0,0,0,null
800,640,0,0,0,null
800,680,0,0,0,null
800,720,0,0,0,null
800,760,0,0,0,null
800,800,0,0,0,null
800,840,0,0,0,null
800,880,0,0,0,null
800,920,0,0,0,null
800,960,0,0,0,null
800,1000,0,0,0,null
800,1040,0,0,0,null
800,1080,0,0,0,null
800,1120,0,0,0,null
800,1160,0,0,0,null
800,1200,0,0,0,null
800,1240,0,0,0,null
800,1280,0,0,0,null
800,1320,0,0,0,null
800,1360,0,0,0,null
800,1400,0,0,0,null
800,1440,0,0,0,null
800,1480,0,0,0,null
800,1520,0,0,0,null
800,1560,0,0,0,null
800,1600,0,0,0,null
800,1640,0,0,0,null
800,1680,0,0,0,null
800,1720,0,0,0,null
800,1760,0,0,0,null
840,0,0,0,0,null
840,40,0,0,0,null
840,80,0,0,0,null
840,120,0,0,0,null
840,160,0,0,0,null
840,200,0,0,0,null
840,240,0,0,0,null
840,280,0,0,0,null
840,320,0,0,0,null
840,360,0,0,0,null
840,400,0,0,0,null
840,440,0,0,0,null
840,480,0,0,0,null
840,520,0,0,0,null
840,560,0,0,0,null
840,600,0,0,0,null
840,640,0,0,0,null
840,680,0,0,0,null
840,720,0,0,0,null
840,760,0,0,0,null
840,800,0,0,0,null
840,840,0,0,0,null
840,880,0,0,0,null
840,920,0,0,0,null
840,960,0,0,0,null
840,1000,0,0,0,null
840,1040,0,0,0,null
840,1080,0,0,0,null
840,1120,0,0,0,null
840,1160,0,0,0,null
840,1200,0,0,0,null
840,1240,0,0,0,null
840,1280,0,0,0,null
840,1320,0,0,0,null
840,1360,0,0,0,null
840,1400,0,0,0,null
840,1440,0,0,0,null
840,1480,0,0,0,null
840,1520,0,0,0,null
840,1560,0,0,0,null
840,1600,0,0,0,null
840,1640,0,0,0,null
840,1680,0,0,0,null
840,1720,0,0,0,null
840,1760,0,0,0,null
880,0,0,0,0,null
880,40,0,0,0,null
880,80,0,0,0,null
880,120,0,0,0,null
880,160,0,0,0,null
880,200,0,0,0,null
880,240,0,0,0,null
880,280,0,0,0,null
880,320,0,0,0,null
880,360,0,0,0,null
880,400,0,0,0,null
880,440,0,0,0,null
880,480,0,0,0,null
880,520,0,0,0,null
880,560,0,0,0,null
880,600,0,0,0,null
880,640,0,0,0,null
880,680,0,0,0,null
880,720,0,0,0,null
880,760,0,0,0,null
880,800,0,0,0,null
880,840,0,0,0,null
880,880,0,0,0,null
880,920,0,0,0,null
880,960,0,0,0,null
880,1000,0,0,0,null
880,1040,0,0,0,null
880,1080,0,0,0,null
880,1120,0,0,0,null
880,1160,0,0,0,null
880,1200,0,0,0,null
880,1240,0,0,0,null
880,1280,0,0,0,null
880,1320,0,0,0,null
880,1360,0,0,0,null
880,1400,0,0,0,null
880,1440,0,0,0,null
880,1480,0,0,0,null
880,1520,0,0,0,null
880,1560,0,0,0,null
880,1600,0,0,0,null
880,1640,0,0,0,null
880,1680,0,0,0,null
880,1720,0,0,0,null
880,1760,0,0,0,null
920,0,0,0,0,null
920,40,0,0,0,null
920,80,0,0,0,null
920,120,0,0,0,null
920,160,0,0,0,null
920,200,0,0,0,null
920,240,0,0,0,null
920,280,0,0,0,null
920,320,0,0,0,null
920,360,0,0,0,null
920,400,0,0,0,null
920,440,0,0,0,null
920,480,0,0,0,null
920,520,0,0,0,null
920,560,0,0,0,null
920,600,0,0,0,null
920,640,0,0,0,null
920,680,0,0,0,null
920,720,0,0,0,null
920,760,0,0,0,null
920,800,0,0,0,null
920,840,0,0,0,null
920,880,0,0,0,null
920,920,0,0,0,null
920,960,0,0,0,null
920,1000,0,0,0,null
920,1040,0,0,0,null
920,1080,0,0,0,null
920,1120,0,0,0,null
920,1160,0,0,0,null
920,1200,0,0,0,null
920,1240,0,0,0,null
920,1280,0,0,0,null
920,1320,0,0,0,null
920,1360,0,0,0,null
920,1400,0,0,0,null
920,1440,0,0,0,null
920,1480,0,0,0,null
920,1520,0,0,0,null
920,1560,0,0,0,null
920,1600,0,0,0,null
920,1640,0,0,0,null
920,1680,0,0,0,null
920,1720,0,0,0,null
920,1760,0,0,0,null
960,0,0,0,0,null
960,40,0,0,0,null
960,80,0,0,0,null
960,120,0,0,0,null
960,160,0,0,0,null
960,200,0,0,0,null
960,240,0,0,0,null
960,280,0,0,0,null
960,320,0,0,0,null
960,360,0,0,0,null
960,400,0,0,0,null
960,440,0,0,0,null
960,480,0,0,0,null
960,520,0,0,0,null
960,560,0,0,0,null
960,600,0,0,0,null
960,640,0,0,0,null
960,680,0,0,0,null
960,720,0,0,0,null
960,760,0,0,0,null
960,800,0,0,0,null
960,840,0,0,0,null
960,880,0,0,0,null
960,920,0,0,0,null
960,960,0,0,0,null
960,1000,0,0,0,null
960,1040,0,0,0,null
960,1080,0,0,0,null
960,1120,0,0,0,null
960,1160,0,0,0,null
960,1200,0,0,0,null
960,1240,0,0,0,null
960,1280,0,0,0,null
960,1320,0,0,0,null
960,1360,0,0,0,null
960,1400,0,0,0,null
960,1440,0,0,0,null
960,1480,0,0,0,null
960,1520,0,0,0,null
